HourUTC;HourDK;PriceArea;SpotPriceDKK;SpotPriceEUR
2024-03-02 09:00;2024-03-02 10:00;DK1;450,519989;60,439999
2024-03-02 08:00;2024-03-02 09:00;DK1;490,100006;65,750000
2024-03-02 07:00;2024-03-02 08:00;DK1;445,380005;59,750000
2024-03-02 06:00;2024-03-02 07:00;DK1;438,299988;58,799999
2024-03-02 05:00;2024-03-02 06:00;DK1;421,750000;56,580002
2024-03-02 04:00;2024-03-02 05:00;DK1;417,350006;55,990002
2024-03-02 03:00;2024-03-02 04:00;DK1;409,079987;54,880001
2024-03-02 02:00;2024-03-02 03:00;DK1;413,549988;55,480000
2024-03-02 01:00;2024-03-02 02:00;DK1;417,570007;56,020000
2024-03-02 00:00;2024-03-02 01:00;DK1;417,649994;56,029999
2024-03-01 23:00;2024-03-02 00:00;DK1;446,869995;59,950001
2024-03-01 22:00;2024-03-01 23:00;DK1;494,869995;66,389999
2024-03-01 21:00;2024-03-01 22:00;DK1;522,219971;70,059998
2024-03-01 20:00;2024-03-01 21:00;DK1;533,849976;71,620003
2024-03-01 19:00;2024-03-01 20:00;DK1;577,609985;77,489998
2024-03-01 18:00;2024-03-01 19:00;DK1;649,909973;87,190002
2024-03-01 17:00;2024-03-01 18:00;DK1;698,659973;93,730003
2024-03-01 16:00;2024-03-01 17:00;DK1;666,380005;89,400002
2024-03-01 15:00;2024-03-01 16:00;DK1;583,489990;78,279999
2024-03-01 14:00;2024-03-01 15:00;DK1;538,250000;72,209999
2024-03-01 13:00;2024-03-01 14:00;DK1;497,329987;66,720001
2024-03-01 12:00;2024-03-01 13:00;DK1;421,890015;56,599998
2024-03-01 11:00;2024-03-01 12:00;DK1;403,329987;54,110001
2024-03-01 10:00;2024-03-01 11:00;DK1;432,179993;57,980000
2024-03-01 09:00;2024-03-01 10:00;DK1;446,790009;59,939999
2024-03-01 08:00;2024-03-01 09:00;DK1;446,859985;59,950001
2024-03-01 07:00;2024-03-01 08:00;DK1;446,790009;59,939999
2024-03-01 06:00;2024-03-01 07:00;DK1;438,660004;58,849998
2024-03-01 05:00;2024-03-01 06:00;DK1;405,940002;54,459999
2024-03-01 04:00;2024-03-01 05:00;DK1;391,480011;52,520000
2024-03-01 03:00;2024-03-01 04:00;DK1;387,829987;52,029999
2024-03-01 02:00;2024-03-01 03:00;DK1;386,929993;51,910000
2024-03-01 01:00;2024-03-01 02:00;DK1;387,230011;51,950001
2024-03-01 00:00;2024-03-01 01:00;DK1;383,950012;51,509998
2024-02-29 23:00;2024-03-01 00:00;DK1;378,730011;50,810001
